Strain	Replicate	ABX	ABXConc	DrugX	DrugXConc	normAUC	Exp
SADSM20231	2	Erythromycin	0.02	Benzbromarone	1.1	0.773010497615128	EC
SADSM20231	3	Erythromycin	0.02	Benzbromarone	1.1	0.74443316071768	EC
SADSM20231	1	Erythromycin	0.02	Benzbromarone	1.7	0.556676178024946	EC
SADSM20231	2	Erythromycin	0.02	Benzbromarone	1.7	0.684175065721252	EC
SADSM20231	3	Erythromycin	0.02	Benzbromarone	1.7	0.666298066508255	EC
SADSM20231	1	Erythromycin	0.02	Benzbromarone	2.2	0.446375416153801	EC
SADSM20231	2	Erythromycin	0.02	Benzbromarone	2.2	0.590716829329259	EC
SADSM20231	3	Erythromycin	0.02	Benzbromarone	2.2	0.505372746287107	EC
SADSM20231	1	Erythromycin	0.02	Benzbromarone	2.7	0.406386540879883	EC
SADSM20231	2	Erythromycin	0.02	Benzbromarone	2.7	0.46441405188771	EC
SADSM20231	3	Erythromycin	0.02	Benzbromarone	2.7	0.433638458305843	EC
SADSM20231	1	Erythromycin	0.02	Benzbromarone	3.2	0.323046750697055	EC
SADSM20231	2	Erythromycin	0.02	Benzbromarone	3.2	0.371343743145909	EC
SADSM20231	3	Erythromycin	0.02	Benzbromarone	3.2	0.363455880925346	EC
SADSM20231	1	Erythromycin	0.02	Benzbromarone	3.8	0.193834515879069	EC
SADSM20231	2	Erythromycin	0.02	Benzbromarone	3.8	0.301031856548681	EC
SADSM20231	3	Erythromycin	0.02	Benzbromarone	3.8	0.29217417520264	EC
SADSM20231	1	Erythromycin	0.03	Benzbromarone	0	0.738517264052258	EC
SADSM20231	2	Erythromycin	0.03	Benzbromarone	0	0.83908750736443	EC
SADSM20231	3	Erythromycin	0.03	Benzbromarone	0	0.750769312337476	EC
SADSM20231	1	Erythromycin	0.03	Benzbromarone	0.6	0.591848284975651	EC
SADSM20231	2	Erythromycin	0.03	Benzbromarone	0.6	0.756685209002898	EC
SADSM20231	3	Erythromycin	0.03	Benzbromarone	0.6	0.69778486078214	EC
SADSM20231	1	Erythromycin	0.03	Benzbromarone	1.1	0.51461835528334	EC
SADSM20231	2	Erythromycin	0.03	Benzbromarone	1.1	0.702149046846796	EC
SADSM20231	3	Erythromycin	0.03	Benzbromarone	1.1	0.593852577834974	EC
SADSM20231	1	Erythromycin	0.03	Benzbromarone	1.7	0.450836584131004	EC
SADSM20231	2	Erythromycin	0.03	Benzbromarone	1.7	0.562398110865272	EC
SADSM20231	3	Erythromycin	0.03	Benzbromarone	1.7	0.526611785135097	EC
SADSM20231	1	Erythromycin	0.03	Benzbromarone	2.2	0.395524566674519	EC
SADSM20231	2	Erythromycin	0.03	Benzbromarone	2.2	0.494478444777559	EC
SADSM20231	3	Erythromycin	0.03	Benzbromarone	2.2	0.456461535058783	EC
SADSM20231	1	Erythromycin	0.03	Benzbromarone	2.7	0.320816166708453	EC
SADSM20231	2	Erythromycin	0.03	Benzbromarone	2.7	0.396106458149806	EC
SADSM20231	3	Erythromycin	0.03	Benzbromarone	2.7	0.377582912853157	EC
SADSM20231	1	Erythromycin	0.03	Benzbromarone	3.2	0.242390126761385	EC
SADSM20231	2	Erythromycin	0.03	Benzbromarone	3.2	0.302712876366178	EC
SADSM20231	3	Erythromycin	0.03	Benzbromarone	3.2	0.281085909867997	EC
SADSM20231	1	Erythromycin	0.03	Benzbromarone	3.8	0.166485616540562	EC
SADSM20231	2	Erythromycin	0.03	Benzbromarone	3.8	0.229168259350688	EC
SADSM20231	3	Erythromycin	0.03	Benzbromarone	3.8	0.25043962550286	EC
SADSM20231	1	Erythromycin	0.05	Benzbromarone	0	0.616126090416808	EC
SADSM20231	2	Erythromycin	0.05	Benzbromarone	0	0.715500223474223	EC
SADSM20231	3	Erythromycin	0.05	Benzbromarone	0	0.593303013663869	EC
SADSM20231	1	Erythromycin	0.05	Benzbromarone	0.6	0.473239405929569	EC
SADSM20231	2	Erythromycin	0.05	Benzbromarone	0.6	0.616901945717192	EC
SADSM20231	3	Erythromycin	0.05	Benzbromarone	0.6	0.553475774910865	EC
SADSM20231	1	Erythromycin	0.05	Benzbromarone	1.1	0.437420752895211	EC
SADSM20231	2	Erythromycin	0.05	Benzbromarone	1.1	0.555027485511632	EC
SADSM20231	3	Erythromycin	0.05	Benzbromarone	1.1	0.462409759028387	EC
SADSM20231	1	Erythromycin	0.05	Benzbromarone	1.7	0.342313823989904	EC
SADSM20231	2	Erythromycin	0.05	Benzbromarone	1.7	0.45335811385725	EC
SADSM20231	3	Erythromycin	0.05	Benzbromarone	1.7	0.427496270511143	EC
SADSM20231	1	Erythromycin	0.05	Benzbromarone	2.2	0.292885375894658	EC
SADSM20231	2	Erythromycin	0.05	Benzbromarone	2.2	0.42856307154917	EC
SADSM20231	3	Erythromycin	0.05	Benzbromarone	2.2	0.317518781681824	EC
SADSM20231	1	Erythromycin	0.05	Benzbromarone	2.7	0.252637882187279	EC
SADSM20231	2	Erythromycin	0.05	Benzbromarone	2.7	0.308273172685591	EC
SADSM20231	3	Erythromycin	0.05	Benzbromarone	2.7	0.267346805590378	EC
SADSM20231	1	Erythromycin	0.05	Benzbromarone	3.2	0.204114598609147	EC
SADSM20231	2	Erythromycin	0.05	Benzbromarone	3.2	0.260849017449668	EC
SADSM20231	3	Erythromycin	0.05	Benzbromarone	3.2	0.243392273191046	EC
SADSM20231	1	Erythromycin	0.05	Benzbromarone	3.8	0.157272334848511	EC
SADSM20231	2	Erythromycin	0.05	Benzbromarone	3.8	0.20243357879165	EC
SADSM20231	3	Erythromycin	0.05	Benzbromarone	3.8	0.206377509901931	EC
SADSM20231	1	Erythromycin	0.06	Benzbromarone	0	0.478929011465713	EC
SADSM20231	2	Erythromycin	0.06	Benzbromarone	0	0.521504071074241	EC
SADSM20231	3	Erythromycin	0.06	Benzbromarone	0	0.446827998412358	EC
SADSM20231	1	Erythromycin	0.06	Benzbromarone	0.6	0.314092087438465	EC
SADSM20231	2	Erythromycin	0.06	Benzbromarone	0.6	0.483842761701473	EC
SADSM20231	3	Erythromycin	0.06	Benzbromarone	0.6	0.418024370385631	EC
SADSM20231	1	Erythromycin	0.06	Benzbromarone	1.1	0.2970879254384	EC
SADSM20231	2	Erythromycin	0.06	Benzbromarone	1.1	0.445955161199427	EC
SADSM20231	3	Erythromycin	0.06	Benzbromarone	1.1	0.337497055666692	EC
SADSM20231	1	Erythromycin	0.06	Benzbromarone	1.7	0.244620710749986	EC
SADSM20231	2	Erythromycin	0.06	Benzbromarone	1.7	0.362195116062224	EC
SADSM20231	3	Erythromycin	0.06	Benzbromarone	1.7	0.286807842708323	EC
SADSM20231	1	Erythromycin	0.06	Benzbromarone	2.2	0.22444847294002301	EC
SADSM20231	2	Erythromycin	0.06	Benzbromarone	2.2	0.313186922921352	EC
SADSM20231	3	Erythromycin	0.06	Benzbromarone	2.2	0.251183153499061	EC
SADSM20231	1	Erythromycin	0.06	Benzbromarone	2.7	0.188274219559656	EC
SADSM20231	2	Erythromycin	0.06	Benzbromarone	2.7	0.251344790019974	EC
SADSM20231	3	Erythromycin	0.06	Benzbromarone	2.7	0.193187969795417	EC
SADSM20231	1	Erythromycin	0.06	Benzbromarone	3.2	0.144341413175458	EC
SADSM20231	2	Erythromycin	0.06	Benzbromarone	3.2	0.211000314400048	EC
SADSM20231	3	Erythromycin	0.06	Benzbromarone	3.2	0.175407952494968	EC
SADSM20231	1	Erythromycin	0.06	Benzbromarone	3.8	0.124266157278042	EC
SADSM20231	2	Erythromycin	0.06	Benzbromarone	3.8	0.179707483951259	EC
SADSM20231	3	Erythromycin	0.06	Benzbromarone	3.8	0.176895008487369	EC
SADSM20231	1	Erythromycin	0.08	Benzbromarone	0	0.288068607571445	EC
SADSM20231	2	Erythromycin	0.08	Benzbromarone	0	0.366850247864523	EC
SADSM20231	3	Erythromycin	0.08	Benzbromarone	0	0.381074261704882	EC
SADSM20231	1	Erythromycin	0.08	Benzbromarone	0.6	0.271484700525755	EC
SADSM20231	2	Erythromycin	0.08	Benzbromarone	0.6	0.336042326978473	EC
SADSM20231	3	Erythromycin	0.08	Benzbromarone	0.6	0.320460566362444	EC
SADSM20231	1	Erythromycin	0.08	Benzbromarone	1.1	0.220860142175751	EC
SADSM20231	2	Erythromycin	0.08	Benzbromarone	1.1	0.297799126130418	EC
SADSM20231	3	Erythromycin	0.08	Benzbromarone	1.1	0.267637751328021	EC
SADSM20231	1	Erythromycin	0.08	Benzbromarone	1.7	0.189017747555857	EC
SADSM20231	2	Erythromycin	0.08	Benzbromarone	1.7	0.280601000305257	EC
SADSM20231	3	Erythromycin	0.08	Benzbromarone	1.7	0.202207287662371	EC
SADSM20231	1	Erythromycin	0.08	Benzbromarone	2.2	0.168037327141328	EC
SADSM20231	2	Erythromycin	0.08	Benzbromarone	2.2	0.230849279168185	EC
SADSM20231	3	Erythromycin	0.08	Benzbromarone	2.2	0.203985289392416	EC
SADSM20231	1	Erythromycin	0.08	Benzbromarone	2.7	0.139104389897871	EC
SADSM20231	2	Erythromycin	0.08	Benzbromarone	2.7	0.205633981905731	EC
SADSM20231	3	Erythromycin	0.08	Benzbromarone	2.7	0.170170929217382	EC
SADSM20231	1	Erythromycin	0.08	Benzbromarone	3.2	0.120289898863579	EC
SADSM20231	2	Erythromycin	0.08	Benzbromarone	3.2	0.168845509745894	EC
SADSM20231	3	Erythromycin	0.08	Benzbromarone	3.2	0.156367170331397	EC
SADSM20231	1	Erythromycin	0.08	Benzbromarone	3.8	0.0980810408901095	EC
SADSM20231	2	Erythromycin	0.08	Benzbromarone	3.8	0.149319818019583	EC
SADSM20231	3	Erythromycin	0.08	Benzbromarone	3.8	0.144697013521467	EC
SADSM20231	1	Erythromycin	0.09	Benzbromarone	0	0.212196424654805	EC
SADSM20231	2	Erythromycin	0.09	Benzbromarone	0	0.285159150195008	EC
SADSM20231	3	Erythromycin	0.09	Benzbromarone	0	0.270579536008641	EC
SADSM20231	1	Erythromycin	0.09	Benzbromarone	0.6	0.199815067152857	EC
SADSM20231	2	Erythromycin	0.09	Benzbromarone	0.6	0.255515012259534	EC
SADSM20231	3	Erythromycin	0.09	Benzbromarone	0.6	0.243359945886864	EC
SADSM20231	1	Erythromycin	0.09	Benzbromarone	1.1	0.181873413331495	EC
SADSM20231	2	Erythromycin	0.09	Benzbromarone	1.1	0.231366516035107	EC
SADSM20231	3	Erythromycin	0.09	Benzbromarone	1.1	0.212325733871536	EC
SADSM20231	1	Erythromycin	0.09	Benzbromarone	1.7	0.151712038529098	EC
SADSM20231	2	Erythromycin	0.09	Benzbromarone	1.7	0.190343167027345	EC
SADSM20231	3	Erythromycin	0.09	Benzbromarone	1.7	0.170817475301034	EC
SADSM20231	1	Erythromycin	0.09	Benzbromarone	2.2	0.139072062593689	EC
SADSM20231	2	Erythromycin	0.09	Benzbromarone	2.2	0.167390781057675	EC
SADSM20231	3	Erythromycin	0.09	Benzbromarone	2.2	0.165968379673639	EC
SADSM20231	1	Erythromycin	0.09	Benzbromarone	2.7	0.12239117363545	EC
SADSM20231	2	Erythromycin	0.09	Benzbromarone	2.7	0.16179815743408	EC
SADSM20231	3	Erythromycin	0.09	Benzbromarone	2.7	0.159535246141295	EC
SADSM20231	1	Erythromycin	0.09	Benzbromarone	3.2	0.105839593893941	EC
SADSM20231	2	Erythromycin	0.09	Benzbromarone	3.2	0.140041881719168	EC
SADSM20231	3	Erythromycin	0.09	Benzbromarone	3.2	0.138037588859844	EC
SADSM20231	1	Erythromycin	0.09	Benzbromarone	3.8	0.0880272492893105	EC
SADSM20231	2	Erythromycin	0.09	Benzbromarone	3.8	0.124427793798956	EC
SADSM20231	3	Erythromycin	0.09	Benzbromarone	3.8	0.134513912703937	EC
SADSM20231	1	Erythromycin	0.11	Benzbromarone	0	0.181000576118564	EC
SADSM20231	2	Erythromycin	0.11	Benzbromarone	0	0.270805827137919	EC
SADSM20231	3	Erythromycin	0.11	Benzbromarone	0	0.217853702886766	EC
SADSM20231	1	Erythromycin	0.11	Benzbromarone	0.6	0.158694736232547	EC
SADSM20231	2	Erythromycin	0.11	Benzbromarone	0.6	0.247497840822241	EC
SADSM20231	3	Erythromycin	0.11	Benzbromarone	0.6	0.212552025000814	EC
SADSM20231	1	Erythromycin	0.11	Benzbromarone	1.1	0.146765960989155	EC
SADSM20231	2	Erythromycin	0.11	Benzbromarone	1.1	0.198780593419012	EC
SADSM20231	3	Erythromycin	0.11	Benzbromarone	1.1	0.166647253061475	EC
SADSM20231	1	Erythromycin	0.11	Benzbromarone	1.7	0.128565688734333	EC
SADSM20231	2	Erythromycin	0.11	Benzbromarone	1.7	0.16794034522878	EC
SADSM20231	3	Erythromycin	0.11	Benzbromarone	1.7	0.149740072973958	EC
SADSM20231	1	Erythromycin	0.11	Benzbromarone	2.2	0.107940868665813	EC
SADSM20231	2	Erythromycin	0.11	Benzbromarone	2.2	0.148640944631748	EC
SADSM20231	3	Erythromycin	0.11	Benzbromarone	2.2	0.139621626764793	EC
SADSM20231	1	Erythromycin	0.11	Benzbromarone	2.7	0.0966586395060736	EC
SADSM20231	2	Erythromycin	0.11	Benzbromarone	2.7	0.120580844601222	EC
SADSM20231	3	Erythromycin	0.11	Benzbromarone	2.7	0.123102374327468	EC
SADSM20231	1	Erythromycin	0.11	Benzbromarone	3.2	0.0891587049357027	EC
SADSM20231	2	Erythromycin	0.11	Benzbromarone	3.2	0.116119676624019	EC
SADSM20231	3	Erythromycin	0.11	Benzbromarone	3.2	0.117380441487142	EC
SADSM20231	1	Erythromycin	0.11	Benzbromarone	3.8	0.0799454232436522	EC
SADSM20231	2	Erythromycin	0.11	Benzbromarone	3.8	0.0971435490688131	EC
SADSM20231	3	Erythromycin	0.11	Benzbromarone	3.8	0.113662801506139	EC
