Drug	ABX	Strain	Replicate	normAUC	Exp
Lansoprazole	Erythromycin	NT5001	R1	0.025566338261245904	LM18-12
Nadifloxacin	Erythromycin	NT5001	R1	0.011485017623171704	LM18-12
Rosiglitazone Hydrochloride	Doxycycline	NT5002	R1	0.08443797856895865	LM18-15
Valproic acid	Doxycycline	NT5002	R1	0.0763453230237974	LM18-15
Sulmazole	Doxycycline	NT5002	R1	0.07645157372766073	LM18-15
Gefitinib	Doxycycline	NT5002	R1	0.0635166080797889	LM18-15
Flunisolide	Doxycycline	NT5002	R1	0.05557798638041663	LM18-15
N-Acetyl-DL-homocysteine Thiolactone	Doxycycline	NT5002	R1	0.054192612653091124	LM18-15
Flurandrenolide	Doxycycline	NT5002	R1	0.05744374066404495	LM18-15
Rebamipide	Doxycycline	NT5002	R1	0.0646123660369202	LM18-15
Nilvadipine	Doxycycline	NT5002	R1	0.055908506915460884	LM18-15
Buspirone hydrochloride	Erythromycin	NT5001	R1	0.030541428813484827	LM18-12
Etanidazole	Doxycycline	NT5002	R1	0.06932445475532431	LM18-15
Pinaverium bromide	Doxycycline	NT5002	R1	0.04708152398784544	LM18-15
Mepivacaine hydrochloride	Doxycycline	NT5002	R1	0.0706678907751891	LM18-15
Carvedilol	Doxycycline	NT5002	R1	0.154562246519272	LM18-15
Glimepiride	Doxycycline	NT5002	R1	0.07077604810285126	LM18-15
Picrotoxinin	Doxycycline	NT5002	R1	0.07616977344364165	LM18-15
Mepenzolate bromide	Doxycycline	NT5002	R1	0.06169025045381975	LM18-15
Benfotiamine	Doxycycline	NT5002	R1	0.06495032811299957	LM18-15
Halcinonide	Doxycycline	NT5002	R1	0.05791261186530245	LM18-15
Testosterone propionate	Erythromycin	NT5001	R1	0.019967178528781212	LM18-12
Benzamil hydrochloride	Doxycycline	NT5002	R1	0.06631309430109	LM18-15
Suxibuzone	Doxycycline	NT5002	R1	0.06505613194952589	LM18-15
6-Furfurylaminopurine	Doxycycline	NT5002	R1	0.0716515038826283	LM18-15
Avermectin B1a	Doxycycline	NT5002	R1	0.0769826803157601	LM18-15
Methenamine	Doxycycline	NT5002	R1	0.07457280095076854	LM18-15
Fludarabine	Doxycycline	NT5002	R1	0.11185217664298822	LM18-15
Pranlukast	Doxycycline	NT5002	R1	0.05989516157884556	LM18-15
Penicillamine	Doxycycline	NT5002	R1	0.07158065473821891	LM18-15
Zileuton	Doxycycline	NT5002	R1	0.03976859961369061	LM18-15
Loratadine	Doxycycline	NT5002	R1	0.05306330343731006	LM18-15
Haloprogin	Erythromycin	NT5001	R1	0.029271801173514096	LM18-12
Tetraethylenepentamine pentahydrochloride	Doxycycline	NT5002	R1	0.06645396859444391	LM18-15
Acefylline	Doxycycline	NT5002	R1	0.0687728388109681	LM18-15
Acitretin	Doxycycline	NT5002	R1	0.06340631336370928	LM18-15
Zonisamide	Doxycycline	NT5002	R1	0.07166025179923873	LM18-15
Irsogladine maleate	Doxycycline	NT5002	R1	0.06684545512299492	LM18-15
Cladribine	Doxycycline	NT5002	R1	0.06641393457869708	LM18-15
Olopatadine hydrochloride	Doxycycline	NT5002	R1	0.05383275142214101	LM18-15
Dydrogesterone	Doxycycline	NT5002	R1	0.07286743861495242	LM18-15
Sumatriptan succinate	Doxycycline	NT5002	R1	0.06789707241116871	LM18-15
Thyroxine (L)	Erythromycin	NT5001	R1	0.020453470542739795	LM18-12
Opipramol dihydrochloride	Doxycycline	NT5002	R1	0.019257545204343137	LM18-15
Nalidixic acid sodium salt	Doxycycline	NT5002	R1	0.06260555170059376	LM18-15
Oxacillin sodium	Doxycycline	NT5002	R1	0.04784573042415931	LM18-15
Thiamine hydrochloride	Doxycycline	NT5002	R1	0.05983866212029639	LM18-15
Tazobactam	Doxycycline	NT5002	R1	0.05249087840838428	LM18-15
Ibandronate sodium	Doxycycline	NT5002	R1	0.06677370311649099	LM18-15
Warfarin	Doxycycline	NT5002	R1	0.06562997166585918	LM18-15
Granisetron	Doxycycline	NT5002	R1	0.06340475896899513	LM18-15
Desloratadine	Doxycycline	NT5002	R1	0.07228155082501939	LM18-15
Idebenone	Erythromycin	NT5001	R1	0.02556977123253205	LM18-12
Pranoprofen	Doxycycline	NT5002	R1	0.07307206376017951	LM18-15
Secnidazole	Doxycycline	NT5002	R1	0.00886063074804659	LM18-15
Pempidine tartrate	Doxycycline	NT5002	R1	0.025578033357217613	LM18-15
Clodronate	Doxycycline	NT5002	R1	0.06338906533792563	LM18-15
Ibutilide fumarate	Doxycycline	NT5002	R1	0.06316075677421656	LM18-15
Tramadol hydrochloride	Doxycycline	NT5002	R1	0.05621606478559831	LM18-15
Estropipate	Doxycycline	NT5002	R1	0.06482596595586777	LM18-15
Butylscopolammonium (n-) bromide	Doxycycline	NT5002	R1	0.06774882128584968	LM18-15
Irinotecan hydrochloride trihydrate	Doxycycline	NT5002	R1	0.08742843432601333	LM18-15
Pepstatin A	Erythromycin	NT5001	R1	0.029542206021340296	LM18-12
Clarithromycin	Doxycycline	NT5002	R1	0.011311089102394421	LM18-15
Vecuronium bromide	Doxycycline	NT5002	R1	0.014418559696867155	LM18-15
Tylosin	Doxycycline	NT5002	R1	0.009035023197030182	LM18-15
Citalopram Hydrobromide	Doxycycline	NT5002	R1	0.0703098764981692	LM18-15
Promazine hydrochloride	Doxycycline	NT5002	R1	0.0017776062304957786	LM18-15
Sulfamerazine	Doxycycline	NT5002	R1	0.0665639907070327	LM18-15
Venlafaxine	Doxycycline	NT5002	R1	0.06807311802380889	LM18-15
3-alpha-Hydroxy-5-beta-androstan-17-one	Doxycycline	NT5002	R1	0.055051415876880075	LM18-15
Tetrahydrozoline hydrochloride	Doxycycline	NT5002	R1	0.06459991458421746	LM18-15
Hexestrol	Doxycycline	NT5002	R1	0.09749341255269077	LM18-15
Cefmetazole sodium salt	Doxycycline	NT5002	R1	0.014335899135839252	LM18-15
Telmisartan	Doxycycline	NT5002	R1	0.06875931198157346	LM18-15
Docetaxel	Doxycycline	NT5002	R1	0.09355577014903436	LM18-15
Trihexyphenidyl-D,L Hydrochloride	Doxycycline	NT5002	R1	0.07049885652968506	LM18-15
Succinylsulfathiazole	Doxycycline	NT5002	R1	0.08535638991885322	LM18-15
Famprofazone	Doxycycline	NT5002	R1	0.03231211220602283	LM18-15
Bromopride	Doxycycline	NT5002	R1	0.06588472523657551	LM18-15
Methyl benzethonium chloride	Doxycycline	NT5002	R1	0.05552778447385228	LM18-15
Adamantamine fumarate	Erythromycin	NT5001	R1	0.03277536628276045	LM18-12
Diphenylpyraline hydrochloride	Doxycycline	NT5002	R1	0.060192203214834095	LM18-15
Benzethonium chloride	Doxycycline	NT5002	R1	0.06042205102161371	LM18-15
Trioxsalen	Doxycycline	NT5002	R1	0.08091654505015744	LM18-15
Doxofylline	Doxycycline	NT5002	R1	0.07849462190883881	LM18-15
Cilnidipine	Doxycycline	NT5002	R1	0.06278174169013537	LM18-15
Rivastigmine	Doxycycline	NT5002	R1	0.07307776769274768	LM18-15
Sulfabenzamide	Doxycycline	NT5002	R1	0.07805180190725947	LM18-15
Benzocaine	Doxycycline	NT5002	R1	0.07417024407491062	LM18-15
Dipyrone	Doxycycline	NT5002	R1	0.037429051930323295	LM18-15
Isosorbide dinitrate	Doxycycline	NT5002	R1	0.06639397526941031	LM18-15
Butoconazole nitrate	Erythromycin	NT5001	R1	0.018015296331636177	LM18-12
Sulfachloropyridazine	Doxycycline	NT5002	R1	0.06513927071897987	LM18-15
Finasteride	Doxycycline	NT5002	R1	0.08588259749755842	LM18-15
Fluorometholone	Doxycycline	NT5002	R1	0.07958443864648143	LM18-15
Cephalothin sodium salt	Doxycycline	NT5002	R1	0.04964792629286573	LM18-15
Cefuroxime sodium salt	Doxycycline	NT5002	R1	0.05282220127852232	LM18-15
Sildenafil	Doxycycline	NT5002	R1	0.06512127480589087	LM18-15
Rifaximin	Doxycycline	NT5002	R1	0.010452501388162044	LM18-15
Althiazide	Doxycycline	NT5002	R1	0.0738698697585685	LM18-15
Isopyrin hydrochloride	Doxycycline	NT5002	R1	0.0865510598402073	LM18-15
(S)-propranolol hydrochloride	Erythromycin	NT5001	R1	0.04804847740264731	LM18-12
Amiodarone hydrochloride	Erythromycin	NT5001	R1	0.03191450533701079	LM18-12
Phenethicillin potassium salt	Doxycycline	NT5002	R1	0.01600201032661569	LM18-15
Sulfamethoxypyridazine	Doxycycline	NT5002	R1	0.06284466852991225	LM18-15
Deferoxamine mesylate	Doxycycline	NT5002	R1	0.052735931447252665	LM18-15
Liranaftate	Doxycycline	NT5002	R1	0.05570189987121843	LM18-15
Sulfadimethoxine	Doxycycline	NT5002	R1	0.01817126266881491	LM18-15
Sulfanilamide	Doxycycline	NT5002	R1	0.06950047644873743	LM18-15
Balsalazide Sodium	Doxycycline	NT5002	R1	0.07317086230072581	LM18-15
Estradiol Valerate	Doxycycline	NT5002	R1	0.007634727195314963	LM18-15
Phentermine hydrochloride	Doxycycline	NT5002	R1	0.06824953720977422	LM18-15
Amphotericin B	Erythromycin	NT5001	R1	0.02985491372374583	LM18-12
Sulfaquinoxaline sodium salt	Doxycycline	NT5002	R1	0.07287138988438467	LM18-15
Streptozotocin	Doxycycline	NT5002	R1	0.020497507285864597	LM18-15
Metoprolol-(+,-) (+)-tartrate salt	Doxycycline	NT5002	R1	0.0668350133298052	LM18-15
Flumethasone	Doxycycline	NT5002	R1	0.06285952243904741	LM18-15
Flecainide acetate	Doxycycline	NT5002	R1	0.0518817679863422	LM18-15
Atractyloside potassium salt	Doxycycline	NT5002	R1	0.06381432725897453	LM18-15
Folinic acid calcium salt	Doxycycline	NT5002	R1	0.020047459858445953	LM18-15
Levonordefrin	Doxycycline	NT5002	R1	0.06673003141430674	LM18-15
Ebselen	Doxycycline	NT5002	R1	0.057663944246803184	LM18-15
Anastrozole	Erythromycin	NT5001	R1	0.029339980376069438	LM18-12
Diclazuril	Doxycycline	NT5002	R1	0.1421074785598381	LM18-15
Vardenafil	Doxycycline	NT5002	R1	0.06069294496178569	LM18-15
Nadide	Doxycycline	NT5002	R1	0.06383333994045821	LM18-15
Sulfamethizole	Doxycycline	NT5002	R1	0.06145793692863725	LM18-15
Medrysone	Doxycycline	NT5002	R1	0.07096689287364209	LM18-15
Flunixin meglumine	Doxycycline	NT5002	R1	0.07276727205158401	LM18-15
Spiramycin	Doxycycline	NT5002	R1	0.008519872224787072	LM18-15
Aprepitant	Doxycycline	NT5002	R1	0.035779398604350095	LM18-15
Monensin sodium salt	Doxycycline	NT5002	R1	0.010566888128939725	LM18-15
Acetylcysteine	Erythromycin	NT5001	R1	0.038092996965087014	LM18-12
Isoetharine mesylate salt	Doxycycline	NT5002	R1	0.06520809567977479	LM18-15
Mevalonic-D, L acid lactone	Doxycycline	NT5002	R1	0.07127431369534173	LM18-15
Fluconazole	Doxycycline	NT5002	R1	0.07554811703225445	LM18-15
Anthralin	Doxycycline	NT5002	R1	0.07164459610483252	LM18-15
Terazosin hydrochloride	Doxycycline	NT5002	R1	0.0782619268763425	LM18-15
Phenazopyridine hydrochloride	Doxycycline	NT5002	R1	0.09409899301171047	LM18-15
Demeclocycline hydrochloride	Doxycycline	NT5002	R1	0.009917003640769253	LM18-15
Fenoprofen calcium salt dihydrate	Doxycycline	NT5002	R1	0.06518503639582551	LM18-15
Piperacillin sodium salt	Doxycycline	NT5002	R1	0.013745512115907486	LM18-15
Androsterone	Erythromycin	NT5001	R1	0.03398219708111339	LM18-12
Chlorotrianisene	Doxycycline	NT5002	R1	0.05691710756659762	LM18-15
Ribostamycin sulfate salt	Doxycycline	NT5002	R1	0.012937058828780677	LM18-15
Methacholine chloride	Doxycycline	NT5002	R1	0.06215327880569933	LM18-15
Pipenzolate bromide	Doxycycline	NT5002	R1	0.07069208539043899	LM18-15
Lamotrigine	Doxycycline	NT5002	R1	0.06053732130317378	LM18-15
Tripelennamine hydrochloride	Doxycycline	NT5002	R1	0.06433523308306113	LM18-15
Butamben	Doxycycline	NT5002	R1	0.07124671771929775	LM18-15
Sulfapyridine	Doxycycline	NT5002	R1	0.06406060721838838	LM18-15
Meclofenoxate hydrochloride	Doxycycline	NT5002	R1	0.07086307591764297	LM18-15
Furaltadone hydrochloride	Doxycycline	NT5002	R1	0.010309887068652348	LM18-15
Amifostine	Erythromycin	NT5001	R1	0.03260378538144499	LM18-12
Ethoxyquin	Doxycycline	NT5002	R1	0.062180240123299764	LM18-15
Guanadrel sulfate	Doxycycline	NT5002	R1	0.061791066695928605	LM18-15
Vidarabine	Doxycycline	NT5002	R1	0.014615827936799074	LM18-15
Sulfameter	Doxycycline	NT5002	R1	0.06277418118081113	LM18-15
Isopropamide iodide	Doxycycline	NT5002	R1	0.06835724071990616	LM18-15
Tulobuterol	Doxycycline	NT5002	R1	0.08137444201730379	LM18-15
Nalmefene hydrochloride	Doxycycline	NT5002	R1	0.07085123483393241	LM18-15
Alclometasone dipropionate	Doxycycline	NT5002	R1	0.06679166623075738	LM18-15
Leflunomide	Doxycycline	NT5002	R1	0.09603016688594895	LM18-15
Carbarsone	Erythromycin	NT5001	R1	0.017674946376807693	LM18-12
Norgestrel-(-)-D	Doxycycline	NT5002	R1	0.06417380699618855	LM18-15
Fluocinonide	Doxycycline	NT5002	R1	0.057623245127280495	LM18-15
Sulfamethazine sodium salt	Doxycycline	NT5002	R1	0.059799912769180494	LM18-15
Alexidine dihydrochloride	Doxycycline	NT5002	R1	0.0035550513686171668	LM18-15
Proadifen hydrochloride	Doxycycline	NT5002	R1	0.01017191974438533	LM18-15
Zomepirac sodium salt	Doxycycline	NT5002	R1	0.07009628148204108	LM18-15
Cinoxacin	Doxycycline	NT5002	R1	0.06967709809048667	LM18-15
Bifonazole	Doxycycline	NT5002	R1	0.05905573319189321	LM18-15
Imiquimod	Doxycycline	NT5002	R1	0.07146149435740315	LM18-15
Amlodipine	Erythromycin	NT5001	R1	0.026925178037764456	LM18-12
Clobetasol propionate	Doxycycline	NT5002	R1	0.0599003612226492	LM18-15
Podophyllotoxin	Doxycycline	NT5002	R1	0.07948295299193608	LM18-15
Clofibric acid	Doxycycline	NT5002	R1	0.09418887742260616	LM18-15
Bendroflumethiazide	Doxycycline	NT5002	R1	0.07047580442536375	LM18-15
Dicumarol	Doxycycline	NT5002	R1	0.07959882640973816	LM18-15
Merbromin	Doxycycline	NT5002	R1	0.054854898828957575	LM18-15
Hexylcaine hydrochloride	Doxycycline	NT5002	R1	0.024787745838316593	LM18-15
Drofenine hydrochloride	Doxycycline	NT5002	R1	0.058619984952922435	LM18-15
Cycloheximide	Doxycycline	NT5002	R1	0.0709823859918284	LM18-15
Modafinil	Erythromycin	NT5001	R1	0.03311867135558715	LM18-12
Fosinopril	Doxycycline	NT5002	R1	0.06388122121366924	LM18-15
Acetylsalicylic acid	Doxycycline	NT5002	R1	0.05917825290919871	LM18-15
(R) -Naproxen sodium salt	Doxycycline	NT5002	R1	0.0763688950469312	LM18-15
Propidium iodide	Doxycycline	NT5002	R1	0.07763107682224511	LM18-15
Cloperastine hydrochloride	Doxycycline	NT5002	R1	0.05791216264454014	LM18-15
Eucatropine hydrochloride	Doxycycline	NT5002	R1	0.06704532538387785	LM18-15
Isocarboxazid	Doxycycline	NT5002	R1	0.06924742496352912	LM18-15
Methotrimeprazine maleat salt	Doxycycline	NT5002	R1	0.05951459581033402	LM18-15
Dienestrol	Doxycycline	NT5002	R1	0.008789308324828545	LM18-15
Pridinol methanesulfonate salt	Doxycycline	NT5002	R1	0.062466741775246394	LM18-15
Amrinone	Doxycycline	NT5002	R1	0.05971389076528113	LM18-15
Hexachlorophene	Doxycycline	NT5002	R1	0.0038512378858261195	LM18-15
Trimipramine maleate salt	Doxycycline	NT5002	R1	0.06954225074898372	LM18-15
Carbinoxamine maleate salt	Doxycycline	NT5002	R1	0.0739689283407922	LM18-15
Methazolamide	Doxycycline	NT5002	R1	0.07947453253928186	LM18-15
Pyrithyldione	Doxycycline	NT5002	R1	0.06648313351398978	LM18-15
Spectinomycin dihydrochloride	Doxycycline	NT5002	R1	0.05432466169845499	LM18-15
Piromidic acid	Doxycycline	NT5002	R1	0.06639218544471544	LM18-15
Metformin hydrochloride	Erythromycin	NT5001	R1	0.02693946128324254	LM18-12
Procaine hydrochloride	Erythromycin	NT5001	R1	0.035002816694788726	LM18-12
Lamivudine	Erythromycin	NT5001	R1	0.03431726009123909	LM18-12
Chloropyramine hydrochloride	Doxycycline	NT5002	R1	0.06025654617892176	LM18-15
Furazolidone	Doxycycline	NT5002	R1	0.003285420911613727	LM18-15
Dichlorphenamide	Doxycycline	NT5002	R1	0.06689074488905666	LM18-15
Sulconazole nitrate	Doxycycline	NT5002	R1	0.0515687820230477	LM18-15
Suprofen	Doxycycline	NT5002	R1	0.07135041043514113	LM18-15
Auranofin	Doxycycline	NT5002	R1	0.058975354241410025	LM18-15
Cromolyn disodium salt	Doxycycline	NT5002	R1	0.07547067130961388	LM18-15
Bucladesine sodium salt	Doxycycline	NT5002	R1	0.06261305065517903	LM18-15
Cefsulodin sodium salt	Doxycycline	NT5002	R1	0.06647217880110652	LM18-15
Biotin	Erythromycin	NT5001	R1	0.03431726009123906	LM18-12
Fosfosal	Doxycycline	NT5002	R1	0.06388662347251195	LM18-15
Deflazacort	Doxycycline	NT5002	R1	0.0638406295035499	LM18-15
Nadolol	Doxycycline	NT5002	R1	0.01728207329436015	LM18-15
Moxalactam disodium salt	Doxycycline	NT5002	R1	0.015208560737989759	LM18-15
Aminophylline	Doxycycline	NT5002	R1	0.09468992655750232	LM18-15
Oxalamine citrate salt	Doxycycline	NT5002	R1	0.07957457187820731	LM18-15
Azlocillin sodium salt	Doxycycline	NT5002	R1	0.01693269654449831	LM18-15
Clidinium bromide	Doxycycline	NT5002	R1	0.08084691950761833	LM18-15
Bisacodyl	Erythromycin	NT5001	R1	0.03225776355104655	LM18-12
Sulfamonomethoxine	Doxycycline	NT5002	R1	0.05937752990522593	LM18-15
Benzthiazide	Doxycycline	NT5002	R1	0.0742676160832611	LM18-15
Trichlormethiazide	Doxycycline	NT5002	R1	0.0681715456155479	LM18-15
Propantheline bromide	Doxycycline	NT5002	R1	0.06959926583190884	LM18-15
Viloxazine hydrochloride	Doxycycline	NT5002	R1	0.021824875312336754	LM18-15
Dimethadione	Doxycycline	NT5002	R1	0.07138949395675978	LM18-15
Ethaverine hydrochloride	Doxycycline	NT5002	R1	0.0924835386566157	LM18-15
Indoprofen	Doxycycline	NT5002	R1	0.075876908475390345	LM18-15
Erlotinib	Erythromycin	NT5001	R1	0.03242653245013672	LM18-12
Butacaine	Doxycycline	NT5002	R1	0.07557798440296083	LM18-15
Cefoxitin sodium salt	Doxycycline	NT5002	R1	0.019214308580458892	LM18-15
Ifosfamide	Doxycycline	NT5002	R1	0.06639218667394299	LM18-15
Novobiocin sodium salt	Doxycycline	NT5002	R1	0.007515183032573946	LM18-15
Tetrahydroxy-1,4-quinone monohydrate	Doxycycline	NT5002	R1	0.06257375829901941	LM18-15
Carbenoxolone disodium salt	Doxycycline	NT5002	R1	0.06288846586955286	LM18-15
Iocetamic acid	Doxycycline	NT5002	R1	0.017479613465795418	LM18-15
Ganciclovir	Doxycycline	NT5002	R1	0.06700851282181965	LM18-15
Ethopropazine hydrochloride	Doxycycline	NT5002	R1	0.0763506033527263	LM18-15
Melengestrol acetate	Erythromycin	NT5001	R1	0.0248749646245386	LM18-12
Ethynylestradiol 3-methyl ether	Doxycycline	NT5002	R1	0.0801183399528383	LM18-15
Olanzapine	Doxycycline	NT5002	R1	0.06494893688965697	LM18-15
Trimeprazine tartrate	Doxycycline	NT5002	R1	0.07497557581984018	LM18-15
Nafcillin sodium salt monohydrate	Doxycycline	NT5002	R1	0.10431488565516044	LM18-15
Procyclidine hydrochloride	Doxycycline	NT5002	R1	0.05568431301700074	LM18-15
Amiprilose hydrochloride	Doxycycline	NT5002	R1	0.06678175082229228	LM18-15
(-) -Levobunolol hydrochloride	Doxycycline	NT5002	R1	0.05747587860503805	LM18-15
Iodixanol	Doxycycline	NT5002	R1	0.06251036067248232	LM18-15
Famciclovir	Erythromycin	NT5001	R1	0.031560279114781306	LM18-12
Clinafloxacin	Doxycycline	NT5002	R1	0.012030344232920346	LM18-15
Equilin	Doxycycline	NT5002	R1	0.08090816258097977	LM18-15
Tolmetin sodium salt dihydrate	Doxycycline	NT5002	R1	0.08512642331837507	LM18-15
Paroxetine Hydrochloride	Doxycycline	NT5002	R1	0.07058366954624938	LM18-15
Nylidrin	Doxycycline	NT5002	R1	0.07796173166665728	LM18-15
Liothyronine	Doxycycline	NT5002	R1	0.061240608858200506	LM18-15
Roxithromycin	Doxycycline	NT5002	R1	0.01589406650153988	LM18-15
Beclomethasone dipropionate	Doxycycline	NT5002	R1	0.05699919746803507	LM18-15
Suloctidil	Erythromycin	NT5001	R1	0.03448888852051169	LM18-12
(+) -Levobunolol hydrochloride	Doxycycline	NT5002	R1	0.06338769762589626	LM18-15
Doxazosin mesylate	Doxycycline	NT5002	R1	0.018072121231956395	LM18-15
Fluvastatin sodium salt	Doxycycline	NT5002	R1	0.07694191697468906	LM18-15
Methylhydantoin-5-(L)	Doxycycline	NT5002	R1	0.07166719653166938	LM18-15
Azacytidine-5	Doxycycline	NT5002	R1	0.08680575683791854	LM18-15
Gabapentin	Doxycycline	NT5002	R1	0.08026639517715461	LM18-15
Raloxifene hydrochloride	Doxycycline	NT5002	R1	0.033431832946040387	LM18-15
Etidronic acid, disodium salt	Doxycycline	NT5002	R1	0.06605725446903732	LM18-15
Methylhydantoin-5-(D)	Doxycycline	NT5002	R1	0.07136367185816447	LM18-15
Zotepine	Erythromycin	NT5001	R1	0.021791127283386325	LM18-12
Simvastatin	Doxycycline	NT5002	R1	0.06687207321406867	LM18-15
Paromomycin sulfate	Doxycycline	NT5002	R1	0.07056617654169364	LM18-15
Acetaminophen	Doxycycline	NT5002	R1	0.015702142954229812	LM18-15
Phthalylsulfathiazole	Doxycycline	NT5002	R1	0.14504452882957306	LM18-15
Luteolin	Doxycycline	NT5002	R1	0.07186971178741004	LM18-15
Bicalutamide	Doxycycline	NT5002	R1	0.036683034483568924	LM18-15
Iopamidol	Doxycycline	NT5002	R1	0.0383921732805145	LM18-15
Iopromide	Doxycycline	NT5002	R1	0.13657136501040462	LM18-15
Carisoprodol	Erythromycin	NT5001	R1	0.029514515537477644	LM18-12
Theophylline monohydrate	Doxycycline	NT5002	R1	0.07116697295243647	LM18-15
Theobromine	Doxycycline	NT5002	R1	0.06761340720335482	LM18-15
Reserpine	Doxycycline	NT5002	R1	0.04863703188289725	LM18-15
Scopolamine hydrochloride	Doxycycline	NT5002	R1	0.07175938421300486	LM18-15
Ioversol	Doxycycline	NT5002	R1	0.03288573711606694	LM18-15
Rabeprazole Sodium salt	Doxycycline	NT5002	R1	0.08294044978393086	LM18-15
Carbachol	Doxycycline	NT5002	R1	0.07892515063359601	LM18-15
Clioquinol	Doxycycline	NT5002	R1	0.0642600454981585	LM18-15
Cephalosporanic acid, 7-amino	Erythromycin	NT5001	R1	0.033868097747104975	LM18-12
Niacin	Doxycycline	NT5002	R1	0.07366914650305283	LM18-15
Bemegride	Doxycycline	NT5002	R1	0.14534624156904347	LM18-15
Digoxigenin	Doxycycline	NT5002	R1	0.10688923134546434	LM18-15
Meglumine	Doxycycline	NT5002	R1	0.07157270035820373	LM18-15
Dolasetron mesilate	Doxycycline	NT5002	R1	0.08774397758090614	LM18-15
Oxybenzone	Doxycycline	NT5002	R1	0.08631456890847918	LM18-15
Promethazine hydrochloride	Doxycycline	NT5002	R1	0.04054367898539548	LM18-15
Diacerein	Doxycycline	NT5002	R1	0.040011789024041254	LM18-15
Esmolol hydrochloride	Doxycycline	NT5002	R1	0.08042100342482436	LM18-15
Moxisylyte hydrochoride	Erythromycin	NT5001	R1	0.04925133905830431	LM18-12
Chicago sky blue 6B	Erythromycin	NT5001	R1	0.07481211751700718	LM18-12
N-Acetyl-L-leucine	Doxycycline	NT5002	R1	0.06881709654615414	LM18-15
Cortisol acetate	Doxycycline	NT5002	R1	0.08395051531437472	LM18-15
Flubendazol	Doxycycline	NT5002	R1	0.11734043206949073	LM18-15
Felbinac	Doxycycline	NT5002	R1	0.06852840571367279	LM18-15
Butylparaben	Doxycycline	NT5002	R1	0.07825482742866947	LM18-15
Aminohippuric acid	Doxycycline	NT5002	R1	0.07115588338455171	LM18-15
Pipemidic acid	Doxycycline	NT5002	R1	0.07647504101517057	LM18-15
Dioxybenzone	Doxycycline	NT5002	R1	0.020734994712287985	LM18-15
Adrenosterone	Doxycycline	NT5002	R1	0.07575204836804776	LM18-15
Methylatropine nitrate	Doxycycline	NT5002	R1	0.06764692480331501	LM18-15
Fluspirilen	Doxycycline	NT5002	R1	0.06582924283131356	LM18-15
Hymecromone	Doxycycline	NT5002	R1	0.0706488836226806	LM18-15
Abacavir Sulfate	Doxycycline	NT5002	R1	0.09126118570824578	LM18-15
Diloxanide furoate	Doxycycline	NT5002	R1	0.05905533460387343	LM18-15
